revenue,net_profit,debt,assets,liabilities,cash_flow,profit_margin,debt_ratio,asset_liability_ratio,cash_flow_strength,sentiment_score,risk_signal_count,sector_risk,loan_approved,default_occurred,credit_score
187895.51930483387,44843.95079818469,60848.68583918501,300255.3323893864,167901.30777406177,40771.94805486792,23.86642904742807,0.20265647026136185,1.7882846558493057,0.6700547019638643,-0.4244913041813407,3,96.99098521619943,0,1,68
92518.85041686347,8324.449798716105,22773.57400861809,119084.2179136368,54679.54441873994,10224.896933393788,8.997571588069368,0.1912392289054971,2.1778568051277305,0.4489807761190418,-0.3186579811523456,1,45.606998421703594,1,1,54
296614.8698621592,9101.210515759896,41259.276705301156,418617.6907043345,126554.18706127949,13326.173333539678,3.0683594925599476,0.09856075751572135,3.307813833940029,0.32298611118957105,0.7553216429969272,2,68.42330265121569,1,1,61
18159.87203649398,4161.220133372385,4092.8218148328365,16129.05304544085,9637.324849967383,4843.858371011678,22.914369247811987,0.2537546254762763,1.6736027161619895,1.1835009170096296,0.2107233631462636,3,89.48273504276489,0,0,88
98795.44834715345,3003.6065325949244,17275.113600666802,97609.45800660337,42285.03935296022,4145.326203482566,3.0402276449423757,0.17698196418115675,2.3083686216262227,0.23995941788322367,-0.03622067529833395,2,80.21969807540397,1,0,43
100159.12508555203,2130.3932982466317,63726.300256992916,172593.417365352,107718.03821174397,2854.491062998572,2.127008693842855,0.36922787224320824,1.6022703368035809,0.044792982669433073,-0.40374195274568253,1,86.31034258755935,0,1,22
156180.17853611545,14804.657107676338,94997.56439876404,249015.12405889534,145059.89650629548,16737.411719845863,9.479216406615182,0.3814931513007052,1.716636576037322,0.1761877983480556,-0.34452748028020774,4,52.27328293819941,0,1,41
16683.163657680394,2775.651253403634,5428.5167555701155,16208.260247440754,8187.479719459144,2704.88480453351,16.637439459066947,0.3349228524651352,1.9796397429747106,0.4982732717474014,0.03349779994631863,2,28.9751452913768,1,0,96
317068.4744987013,69893.28587078226,110831.12049862956,540762.8563787584,168686.66605053123,82302.10974410524,22.04359357431751,0.2049532788564934,3.2057237779349395,0.7425902523932609,0.5496722017132813,2,22.793516254194166,1,0,100
4469.113135064161,614.3773827903206,583.5875269845727,5032.742062870854,1677.235204723086,636.6980940103429,13.747187959284012,0.11595816350096705,3.0006179507195396,1.0910070290573124,0.725782615086275,2,36.3629602379294,0,0,90
249127.00444030034,22222.629854719868,27905.76222621964,231005.69088147924,51313.79503118141,25597.69879203888,8.920201125785702,0.1208011894414198,4.501824328937394,0.9172907940850956,-0.4330776233750138,2,14.48948720912231,0,0,70
336395.6381555334,65655.1815650741,82047.3749149996,288108.1689693221,183504.6810811175,81584.0531306528,19.517251152560505,0.28477975896523794,1.570031714024587,0.9943529968530157,0.3235886239891631,1,83.5302495589238,0,0,93
295855.57865093264,52023.18673262128,30767.95568795746,155289.19191448667,78771.34870788541,65113.310571291026,17.583980322372497,0.19813327192082045,1.971391812654611,2.116270292107067,-0.27332364229351114,3,34.10663510502585,1,0,92
129712.87222986265,22284.19547910248,61088.39026915686,223862.79437209264,119345.84194780418,21599.99499252808,17.179633058786116,0.2728831757885548,1.8757485867836006,0.3535859252037581,-0.378966401852331,4,72.59556788702393,1,0,47
321373.7914309896,12646.763127725597,95687.01311395649,238601.74469454697,176358.3071900018,10198.829555468765,3.9352191948861233,0.40103232789204046,1.3529373721958355,0.10658530581702531,-0.36808699427415825,1,16.080805141749867,1,0,34
112910.38542081934,20753.066693757723,22863.2753132593,96637.02157541175,38194.79890607213,26039.765771276394,18.380122090993325,0.23658919677504436,2.530109447965927,1.138934182198074,0.6039904336424313,2,36.77158030594335,1,0,100
197155.76460871345,44393.70304225218,96736.7822357405,285226.8098782315,193066.25751425215,53442.592250418755,22.517070769073605,0.3391573964489495,1.4773519389175296,0.5524536894372096,0.14027300196452308,2,2.431596643145384,1,0,97
477010.3599242911,109912.15937250968,70717.65588597074,503359.48221908155,105340.03713951408,120873.57854345223,23.041880975070317,0.14049135535146565,4.778425144775903,1.7092418721903877,0.7566512647567705,3,85.11366715168569,0,0,93
468141.2323062297,84306.08139569816,89469.4687599997,634374.3241364647,163862.62836196256,125872.15744766858,18.00868532352438,0.14103576603890622,3.871378913410143,1.4068727487956643,-0.31789078019251876,5,29.359184426449335,1,0,68
456707.0357256792,62846.88509618004,217454.89521418308,571922.5483349153,388322.31751387636,81159.01025038147,13.760875173801569,0.38021738406236516,1.4728037059432675,0.3732222729244314,0.5345304702669313,2,9.3981939840869,0,1,88
271779.67271908076,23347.093630887983,25902.3611548043,376754.54164303,82245.57294007666,32121.407522089783,8.590448798950542,0.06875129107095529,4.580848891617909,1.2400957322043975,-0.03175216616535825,0,52.224326005480435,1,1,74
43588.38503189023,1389.8939357616593,16452.78797859731,56535.52791985104,29646.160791314353,1818.3481076944831,3.188679586877977,0.29101679216513204,1.9070100954324802,0.11051914788301474,0.768607703301295,2,27.083225126207424,0,1,51
481361.5589242846,102181.23080756303,122244.87352771964,743203.622686673,331001.9104155748,92934.43534086921,21.227542771780733,0.16448368898661414,2.2453152060469277,0.7602317599011288,-0.17468423238602604,3,95.48652806631941,1,0,80
210380.43115146717,16194.691670620956,43544.47539940139,217524.7439949262,142415.1174987727,14271.5857735798,7.697812758526622,0.20018171082374459,1.5273992523778295,0.32774733517115684,-0.4401965653717214,0,85.54605840110072,0,1,45
246316.32168329935,31749.806183561843,39576.57502960397,187151.83209900605,86148.04502823841,39087.029822749275,12.88985072795301,0.21146774031401083,2.172444331588252,0.9876304302105853,0.32562174612793693,0,37.46126146264712,1,0,97
